ID,Indicator,Country,"Country Code",Year,"Country Score","Country Color","Country Cateory","Created By","Created At"
983,"Body Mass Index",Burundi,BDI,2020,1.544694332,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
984,"Body Mass Index",Benin,BEN,2020,2.136771695,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
985,"Body Mass Index","Burkina Faso",BFA,2020,3.571538972,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
986,"Body Mass Index",Bangladesh,BGD,2020,2.79662946,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
987,"Body Mass Index","Bosnia and Herzegovina",BIH,2020,2.959247438,#fdae61,High,Admin,"2024-12-03 09:49:22"
988,"Body Mass Index",Bolivia,BOL,2011,3.625519217,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
989,"Body Mass Index",Brazil,BRA,2020,3.18155597,#fdae61,High,Admin,"2024-12-03 09:49:22"
990,"Body Mass Index",Bhutan,BTN,2019,3.693590564,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
991,"Body Mass Index","Central African Republic",CAF,2020,1.196638673,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
992,"Body Mass Index","Côte d'Ivoire",CIV,2020,2.890644147,#fdae61,High,Admin,"2024-12-03 09:49:22"
993,"Body Mass Index",Cameroon,CMR,2020,3.625636119,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
994,"Body Mass Index","Democratic Republic of the Congo",COD,2020,2.644604333,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
995,"Body Mass Index","Republic of the Congo",COG,2020,2.189527517,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
996,"Body Mass Index","Costa Rica",CRI,2020,2.796863727,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
997,"Body Mass Index","Dominican Republic",DOM,2020,2.257007619,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
998,"Body Mass Index",Algeria,DZA,2020,3.247024521,#fdae61,High,Admin,"2024-12-03 09:49:22"
999,"Body Mass Index",Egypt,EGY,2017,5,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1000,"Body Mass Index",Ethiopia,ETH,2019,3.600100575,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1001,"Body Mass Index",Gabon,GAB,2020,3.159491756,#fdae61,High,Admin,"2024-12-03 09:49:22"
1002,"Body Mass Index",Georgia,GEO,2020,3.010992714,#fdae61,High,Admin,"2024-12-03 09:49:22"
1003,"Body Mass Index",Ghana,GHA,2020,3.18155597,#fdae61,High,Admin,"2024-12-03 09:49:22"
1004,"Body Mass Index",Guinea,GIN,2020,2.135220703,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1005,"Body Mass Index",Gambia,GMB,2020,2.640196336,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1006,"Body Mass Index",Guatemala,GTM,2018,2.61710783,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1007,"Body Mass Index",Guyana,GUY,2020,2.530026161,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1008,"Body Mass Index",Haiti,HTI,2020,1.970073694,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1009,"Body Mass Index",Iraq,IRQ,2020,2.386307126,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1010,"Body Mass Index",Jordan,JOR,2020,3.541867675,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1011,"Body Mass Index",Kazakhstan,KAZ,2020,2.640315325,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1012,"Body Mass Index",Kenya,KEN,2019,3.638393586,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1013,"Body Mass Index",Kyrgyzstan,KGZ,2020,3.201941388,#fdae61,High,Admin,"2024-12-03 09:49:22"
1014,"Body Mass Index",Cambodia,KHM,2020,3.204180646,#fdae61,High,Admin,"2024-12-03 09:49:22"
1015,"Body Mass Index",Laos,LAO,2020,3.319810866,#fdae61,High,Admin,"2024-12-03 09:49:22"
1016,"Body Mass Index",Liberia,LBR,2020,2.15861182,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1017,"Body Mass Index",Lesotho,LSO,2020,2.986682655,#fdae61,High,Admin,"2024-12-03 09:49:22"
1018,"Body Mass Index",Moldova,MDA,2015,1.924274793,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1019,"Body Mass Index",Madagascar,MDG,2020,2.438135385,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1020,"Body Mass Index",Mali,MLI,2020,3.064868128,#fdae61,High,Admin,"2024-12-03 09:49:22"
1021,"Body Mass Index",Myanmar,MMR,2020,2.781657305,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1022,"Body Mass Index",Montenegro,MNE,2020,3.561338184,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1023,"Body Mass Index",Mongolia,MNG,2020,3.374818816,#fdae61,High,Admin,"2024-12-03 09:49:22"
1024,"Body Mass Index",Mozambique,MOZ,2020,3.062340479,#fdae61,High,Admin,"2024-12-03 09:49:22"
1025,"Body Mass Index",Mauritania,MRT,2020,3.247024521,#fdae61,High,Admin,"2024-12-03 09:49:22"
1026,"Body Mass Index",Malawi,MWI,2020,2.072343166,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1027,"Body Mass Index",Namibia,NAM,2020,2.069477473,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1028,"Body Mass Index",Niger,NER,2020,3.460731915,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1029,"Body Mass Index",Nigeria,NGA,2020,2.955212083,#fdae61,High,Admin,"2024-12-03 09:49:22"
1030,"Body Mass Index",Nepal,NPL,2019,3.158808911,#fdae61,High,Admin,"2024-12-03 09:49:22"
1031,"Body Mass Index",Pakistan,PAK,2020,3.649112054,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1032,"Body Mass Index",Peru,PER,2015,3.238281845,#fdae61,High,Admin,"2024-12-03 09:49:22"
1033,"Body Mass Index","Papua New Guinea",PNG,2020,3.719384837,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1034,"Body Mass Index",Russia,RUS,2020,3.069991799,#fdae61,High,Admin,"2024-12-03 09:49:22"
1035,"Body Mass Index",Rwanda,RWA,2020,3.010360434,#fdae61,High,Admin,"2024-12-03 09:49:22"
1036,"Body Mass Index",Sudan,SDN,2020,4.073990523,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1037,"Body Mass Index",Senegal,SEN,2020,3.395724798,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1038,"Body Mass Index","Sierra Leone",SLE,2020,1.133219827,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1039,"Body Mass Index","El Salvador",SLV,2018,2.538192281,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1040,"Body Mass Index",Serbia,SRB,2020,2.58958113,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1041,"Body Mass Index","South Sudan",SSD,2019,3.929422519,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1042,"Body Mass Index",Swaziland,SWZ,2019,3.696818797,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1043,"Body Mass Index",Chad,TCD,2020,3.268610375,#fdae61,High,Admin,"2024-12-03 09:49:22"
1044,"Body Mass Index",Togo,TGO,2020,2.01377475,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1045,"Body Mass Index",Tajikistan,TJK,2020,1.861340235,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1046,"Body Mass Index",Turkmenistan,TKM,2020,2.072343166,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1047,"Body Mass Index",Timor-Leste,TLS,2019,4.083423212,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1048,"Body Mass Index","Trinidad and Tobago",TTO,2014,2.043166622,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1049,"Body Mass Index",Türkiye,TUR,2020,3.823580558,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1050,"Body Mass Index",Tanzania,TZA,2019,2.379224327,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1051,"Body Mass Index",Uganda,UGA,2020,2.459843909,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1052,"Body Mass Index",Uzbekistan,UZB,2020,2.538192281,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1053,"Body Mass Index",Vietnam,VNM,2020,3.374818816,#fdae61,High,Admin,"2024-12-03 09:49:22"
1054,"Body Mass Index",Vanuatu,VUT,2010,1.770488101,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1055,"Body Mass Index",Yemen,YEM,2016,3.559135637,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1056,"Body Mass Index","South Africa",ZAF,2020,3.668751596,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1057,"Body Mass Index",Zambia,ZMB,2020,2.365766746,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1058,"Body Mass Index",Zimbabwe,ZWE,2020,1.411904646,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1059,"Body Mass Index","No Country",AFG,2022,3.657964045,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1060,"Body Mass Index","United Arab Emirates",ARE,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1061,"Body Mass Index",Argentina,ARG,2020,3.638393586,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1062,"Body Mass Index",Australia,AUS,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1063,"Body Mass Index",Austria,AUT,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1064,"Body Mass Index",Belgium,BEL,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1065,"Body Mass Index",Bulgaria,BGR,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1066,"Body Mass Index",Bahrain,BHR,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1067,"Body Mass Index",Belarus,BLR,2020,1.970920929,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1068,"Body Mass Index",Botswana,BWA,2022,2.15861182,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1069,"Body Mass Index",Canada,CAN,2019,2.039275483,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1070,"Body Mass Index",Switzerland,CHE,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1071,"Body Mass Index",Chile,CHL,2020,2.772529308,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1072,"Body Mass Index",China,CHN,2022,3.128023375,#fdae61,High,Admin,"2024-12-03 09:49:22"
1073,"Body Mass Index",Cyprus,CYP,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1074,"Body Mass Index",Czechia,CZE,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1075,"Body Mass Index",Germany,DEU,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1076,"Body Mass Index",Djibouti,DJI,2022,3.18155597,#fdae61,High,Admin,"2024-12-03 09:49:22"
1077,"Body Mass Index",Denmark,DNK,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1078,"Body Mass Index",Ecuador,ECU,2020,2.298365825,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1079,"Body Mass Index",Eritrea,ERI,2022,3.18155597,#fdae61,High,Admin,"2024-12-03 09:49:22"
1080,"Body Mass Index",Spain,ESP,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1081,"Body Mass Index",Estonia,EST,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1082,"Body Mass Index",Finland,FIN,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1083,"Body Mass Index",France,FRA,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1084,"Body Mass Index","United Kingdom",GBR,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1085,"Body Mass Index","Equatorial Guinea",GNQ,2022,2.043166622,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1086,"Body Mass Index",Greece,GRC,2022,3.225321031,#fdae61,High,Admin,"2024-12-03 09:49:22"
1087,"Body Mass Index",Croatia,HRV,2022,2.837025948,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1088,"Body Mass Index",Hungary,HUN,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1089,"Body Mass Index",Indonesia,IDN,2022,1.466492483,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1090,"Body Mass Index",Ireland,IRL,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1091,"Body Mass Index",Iran,IRN,2022,3.657964045,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1092,"Body Mass Index",Iceland,ISL,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1093,"Body Mass Index",Israel,ISR,2022,3.457792243,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1094,"Body Mass Index",Italy,ITA,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1095,"Body Mass Index",Jamaica,JAM,2022,2.007673823,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1096,"Body Mass Index",Japan,JPN,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1097,"Body Mass Index","South Korea",KOR,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1098,"Body Mass Index",Kuwait,KWT,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1099,"Body Mass Index",Lebanon,LBN,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1100,"Body Mass Index",Libya,LBY,2022,3.268610375,#fdae61,High,Admin,"2024-12-03 09:49:22"
1101,"Body Mass Index","Sri Lanka",LKA,2022,2.055372799,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1102,"Body Mass Index",Lithuania,LTU,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1103,"Body Mass Index",Latvia,LVA,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1104,"Body Mass Index",Morocco,MAR,2022,2.387255378,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1105,"Body Mass Index",Mauritius,MUS,2022,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1106,"Body Mass Index",Malaysia,MYS,2022,1.375197243,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1107,"Body Mass Index",Nicaragua,NIC,2022,2.130062734,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1108,"Body Mass Index",Netherlands,NLD,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1109,"Body Mass Index",Norway,NOR,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1110,"Body Mass Index","New Zealand",NZL,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1111,"Body Mass Index",Oman,OMN,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1112,"Body Mass Index",Panama,PAN,2022,2.007673823,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1113,"Body Mass Index",Philippines,PHL,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1114,"Body Mass Index",Poland,POL,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1115,"Body Mass Index","North Korea",PRK,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1116,"Body Mass Index",Portugal,PRT,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1117,"Body Mass Index",Paraguay,PRY,2020,3.18155597,#fdae61,High,Admin,"2024-12-03 09:49:22"
1118,"Body Mass Index",Qatar,QAT,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1119,"Body Mass Index",Romania,ROU,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1120,"Body Mass Index","Saudi Arabia",SAU,2022,2.989994666,#fdae61,High,Admin,"2024-12-03 09:49:22"
1121,"Body Mass Index",Singapore,SGP,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1122,"Body Mass Index","Solomon Islands",SLB,2022,1.166458676,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1123,"Body Mass Index",Somalia,SOM,2022,3.638393586,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1124,"Body Mass Index",Slovakia,SVK,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1125,"Body Mass Index",Slovenia,SVN,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1126,"Body Mass Index",Sweden,SWE,2022,2.362438186,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1127,"Body Mass Index",Syria,SYR,2022,1.854211333,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1128,"Body Mass Index",Ukraine,UKR,2020,1.970920929,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1129,"Body Mass Index",Uruguay,URY,2020,2.151394623,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1130,"Body Mass Index","United States",USA,2019,2.039275483,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1131,"Body Mass Index",Venezuela,VEN,2020,2.51224704,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1132,"Body Mass Index",Colombia,COL,2013,2.270804605,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1133,"Body Mass Index",Cuba,CUB,2022,2.908357655,#fdae61,High,Admin,"2024-12-03 09:49:22"
1134,"Body Mass Index",Guinea-Bissau,GNB,2022,1.912190079,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1135,"Body Mass Index",Honduras,HND,2022,2.451200737,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1136,"Body Mass Index",India,IND,2022,3.95363191,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1137,"Body Mass Index",México,MEX,2019,2.426738311,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1138,"Body Mass Index","North Macedonia",MKD,2022,2.882185466,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1139,"Body Mass Index",Palestine,PSE,2022,3.262622845,#fdae61,High,Admin,"2024-12-03 09:49:22"
1140,"Body Mass Index",Thailand,THA,2022,1.707795614,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1141,"Body Mass Index",Tunisia,TUN,2021,3.638393586,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1142,"Severely Wasted Children","No Country",AFG,2020,4.609411765,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1143,"Severely Wasted Children",Angola,AGO,2020,2.070394167,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1144,"Severely Wasted Children",Albania,ALB,2020,1.034931262,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1145,"Severely Wasted Children",Armenia,ARM,2019,5,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1146,"Severely Wasted Children",Azerbaijan,AZE,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1147,"Severely Wasted Children",Burundi,BDI,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1148,"Severely Wasted Children",Benin,BEN,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1149,"Severely Wasted Children","Burkina Faso",BFA,2020,5,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1150,"Severely Wasted Children",Bangladesh,BGD,2020,1.720155438,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1151,"Severely Wasted Children",Bulgaria,BGR,2020,1.329411765,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1152,"Severely Wasted Children","Bosnia and Herzegovina",BIH,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1153,"Severely Wasted Children",Bolivia,BOL,2011,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1154,"Severely Wasted Children",Brazil,BRA,2020,1.511372549,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1155,"Severely Wasted Children",Bhutan,BTN,2019,4.435294118,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1156,"Severely Wasted Children","Central African Republic",CAF,2020,1.268022897,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1157,"Severely Wasted Children","Côte d'Ivoire",CIV,2020,2.174476294,#fdae61,High,Admin,"2024-12-03 09:49:22"
1158,"Severely Wasted Children",Cameroon,CMR,2020,3.285995763,#fdae61,High,Admin,"2024-12-03 09:49:22"
1159,"Severely Wasted Children","Democratic Republic of the Congo",COD,2020,1.96445103,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1160,"Severely Wasted Children","Republic of the Congo",COG,2020,1.677647059,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1161,"Severely Wasted Children","Costa Rica",CRI,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1162,"Severely Wasted Children",Cuba,CUB,2020,1.047058824,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1163,"Severely Wasted Children",Djibouti,DJI,2019,2.270588235,#fdae61,High,Admin,"2024-12-03 09:49:22"
1164,"Severely Wasted Children","Dominican Republic",DOM,2020,1.059743111,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1165,"Severely Wasted Children",Algeria,DZA,2020,1.240852951,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1166,"Severely Wasted Children",Egypt,EGY,2017,5,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1167,"Severely Wasted Children",Eritrea,ERI,2019,2.270588235,#fdae61,High,Admin,"2024-12-03 09:49:22"
1168,"Severely Wasted Children",Ethiopia,ETH,2019,2.824273326,#fdae61,High,Admin,"2024-12-03 09:49:22"
1169,"Severely Wasted Children",Gabon,GAB,2020,1.523007515,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1170,"Severely Wasted Children",Georgia,GEO,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1171,"Severely Wasted Children",Ghana,GHA,2020,2.364705882,#fdae61,High,Admin,"2024-12-03 09:49:22"
1172,"Severely Wasted Children",Guinea,GIN,2020,2.404171838,#fdae61,High,Admin,"2024-12-03 09:49:22"
1173,"Severely Wasted Children",Gambia,GMB,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1174,"Severely Wasted Children",Guinea-Bissau,GNB,2020,1.373903456,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1175,"Severely Wasted Children","Equatorial Guinea",GNQ,2015,1.094117647,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1176,"Severely Wasted Children",Guatemala,GTM,2018,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1177,"Severely Wasted Children",Guyana,GUY,2020,1.87896324,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1178,"Severely Wasted Children",Haiti,HTI,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1179,"Severely Wasted Children",Indonesia,IDN,2020,1.941176471,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1180,"Severely Wasted Children",India,IND,2020,5,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1181,"Severely Wasted Children",Iran,IRN,2020,4.609411765,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1182,"Severely Wasted Children",Iraq,IRQ,2020,1.654255583,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1183,"Severely Wasted Children",Jordan,JOR,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1184,"Severely Wasted Children",Kazakhstan,KAZ,2020,1.301176471,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1185,"Severely Wasted Children",Kenya,KEN,2019,2.835294118,#fdae61,High,Admin,"2024-12-03 09:49:22"
1186,"Severely Wasted Children",Kyrgyzstan,KGZ,2020,1.029784358,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1187,"Severely Wasted Children",Cambodia,KHM,2020,4.952375306,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1188,"Severely Wasted Children",Laos,LAO,2020,5,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1189,"Severely Wasted Children",Liberia,LBR,2020,2.485529618,#fdae61,High,Admin,"2024-12-03 09:49:22"
1190,"Severely Wasted Children",Libya,LBY,2020,4.647058824,#d73027,"Very High",Admin,"2024-12-03 09:49:22"
1191,"Severely Wasted Children",Lesotho,LSO,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1192,"Severely Wasted Children",Morocco,MAR,2020,1.225882353,#a6d96a,Low,Admin,"2024-12-03 09:49:22"
1193,"Severely Wasted Children",Moldova,MDA,2015,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1194,"Severely Wasted Children",Madagascar,MDG,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1195,"Severely Wasted Children","North Macedonia",MKD,2020,1.777566382,#fee98b,Medium,Admin,"2024-12-03 09:49:22"
1196,"Severely Wasted Children",Mali,MLI,2020,2.269353189,#fdae61,High,Admin,"2024-12-03 09:49:22"
1197,"Severely Wasted Children",Myanmar,MMR,2020,2.152941176,#fdae61,High,Admin,"2024-12-03 09:49:22"
1198,"Severely Wasted Children",Montenegro,MNE,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1199,"Severely Wasted Children",Mongolia,MNG,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:22"
1200,"Severely Wasted Children",Mozambique,MOZ,2020,2.768932809,#fdae61,High,Admin,"2024-12-03 09:49:22"
1201,"Severely Wasted Children",Mauritania,MRT,2020,2.581658599,#fdae61,High,Admin,"2024-12-03 09:49:23"
1202,"Severely Wasted Children",Malawi,MWI,2020,1.220686146,#a6d96a,Low,Admin,"2024-12-03 09:49:23"
1203,"Severely Wasted Children",Malaysia,MYS,2020,1.988235294,#fee98b,Medium,Admin,"2024-12-03 09:49:23"
1204,"Severely Wasted Children",Namibia,NAM,2020,3.279451417,#fdae61,High,Admin,"2024-12-03 09:49:23"
1205,"Severely Wasted Children",Niger,NER,2020,5,#d73027,"Very High",Admin,"2024-12-03 09:49:23"
1206,"Severely Wasted Children",Nigeria,NGA,2020,2.645914248,#fdae61,High,Admin,"2024-12-03 09:49:23"
1207,"Severely Wasted Children",Nicaragua,NIC,2014,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:23"
1208,"Severely Wasted Children",Nepal,NPL,2019,1.195314116,#a6d96a,Low,Admin,"2024-12-03 09:49:23"
1209,"Severely Wasted Children",Pakistan,PAK,2020,4.591882832,#d73027,"Very High",Admin,"2024-12-03 09:49:23"
1210,"Severely Wasted Children",Peru,PER,2015,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:23"
1211,"Severely Wasted Children","Papua New Guinea",PNG,2020,4.005538134,#d73027,"Very High",Admin,"2024-12-03 09:49:23"
1212,"Severely Wasted Children",Rwanda,RWA,2020,1,#1a9850,"Very Low",Admin,"2024-12-03 09:49:23"
1213,"Severely Wasted Children","Saudi Arabia",SAU,2020,3.870588235,#d73027,"Very High",Admin,"2024-12-03 09:49:23"
1214,"Severely Wasted Children",Sudan,SDN,2020,5,#d73027,"Very High",Admin,"2024-12-03 09:49:23"
